Extension,Load
0,0.073419567
0.00386,1.226718604
0.00493,2.580901735
0.00563,3.884099055
0.00638,5.174040065
0.00745,6.583287871
0.00841,7.89770207
0.00938,9.186623363
0.0104,10.58159514
0.01157,11.90926565
0.01291,13.23183758
0.01415,14.54625178
0.01554,15.84435052
0.01972,17.13633096
0.02465,17.22402655
0.02979,18.41709452
0.03461,18.97487929
0.03975,18.95448497
0.04463,18.05917413
0.04966,17.77263388
0.05465,17.74102267
0.05957,19.04116084
0.06054,20.38208767
0.06123,21.72505392
0.06193,23.07515818
0.06268,24.44871592
0.06349,25.76924842
0.06423,27.05001198
0.06515,28.32669668
0.06606,29.6360123
0.06707,30.99121514
0.06852,32.33724055
0.07077,33.66593077
0.07361,34.96504923
0.07806,36.24377336
0.0832,36.42732228
0.08807,35.59115498
0.09241,36.87395798
0.09429,38.18021445
0.09616,39.50890467
0.09766,40.85696951
0.09959,42.20707377
0.10136,43.51129081
0.10388,44.80327125
0.10634,46.12482346
0.11149,46.91714296
0.11636,46.85494027
0.1214,46.87635431
0.12638,47.1272045
0.13147,47.15065797
0.1364,46.8692163
0.14149,47.07010039
0.14636,47.01605543
0.1514,47.0517455
0.15632,46.91306409
0.16136,46.92326126
0.16634,47.50653893
0.17143,47.56262332
0.17631,47.51469666
0.18145,47.4290405
0.18627,47.3036154
0.19136,47.20368321
0.19629,47.27302392
0.20127,47.31177313
0.20636,47.64420062
0.21123,47.58607679
0.21638,47.76554685
0.22131,47.5799585
0.22634,47.63604289
0.23127,47.70130473
0.23636,47.98172669
0.24134,48.22747829
0.24638,48.19484737
0.25125,48.1836305
0.2564,48.06636313
0.26132,48.06228427
0.26636,48.13264468
0.27129,48.14284185
0.27643,48.25806978
0.28131,48.57214237
0.2864,48.47424962
0.29127,48.32537105
0.29647,48.6873703
0.30129,48.81075597
0.30643,48.89743184
0.31141,48.90762901
0.31634,48.86582064
0.32132,48.94943737
0.32647,49.06976388
0.3314,48.93822049
0.33638,48.6496408
0.34141,48.72917867
0.3465,48.8382883
0.35143,48.78016448
0.35647,48.75467157
0.36145,48.78322363
0.36648,48.8505249
0.37141,49.18703125
0.37645,49.28492401
0.38138,49.48784753
0.38652,49.53373476
0.39134,49.48478838
0.39648,49.66425844
0.40125,49.64488383
0.4064,49.90185231
0.41127,49.99974507
0.41636,50.0894801
0.42134,50.30565993
0.42632,50.35256688
0.43136,50.33013312
0.43634,50.30871908
0.44132,50.039514
0.44625,50.09559839
0.45134,50.19349115
0.45632,50.49328772
0.46136,50.28628533
0.46629,50.4106907
0.47132,50.29342334
0.47631,50.38417808
0.48134,50.3790795
0.48627,50.18635314
0.49141,50.29444306
0.49629,50.35562603
0.50138,50.25569384
0.50625,50.13842648
0.51145,50.36786262
0.51627,50.61871281
0.52141,50.69927039
0.52634,50.7563745
0.53127,50.88995732
0.53631,50.7247633
0.5414,50.56058899
0.54632,50.67173806
0.55136,50.54121438
0.55634,50.72884216
0.56143,50.37500064
0.56636,50.47289339
0.5714,50.55447069
0.57638,50.70436897
0.58147,50.70844784
0.5864,50.5361158
0.59143,50.74005904
0.59641,50.72782245
0.6015,50.60749593
0.60638,50.57486502
0.61147,50.79716315
0.61634,50.7563745
0.62143,50.67071834
0.62636,50.55549041
0.6314,50.56976643
0.63632,50.45147935
0.64141,50.64012685
0.64634,50.78288712
0.65143,50.67377749
0.65631,50.67377749
0.66134,51.03169788
0.66627,50.96949519
0.67136,51.37534224
0.67629,51.31211984
0.68132,51.38451969
0.68631,51.46405755
0.69134,51.50790535
0.69632,51.51810251
0.70125,51.37738167
0.70634,51.52014194
0.71132,51.59152208
0.71636,51.06330908
0.72129,50.95317973
0.72638,51.64046846
0.73131,51.74040065
0.73634,51.7057303
0.74138,51.93414673
0.74625,51.96677765
0.75129,52.08710416
0.75638,51.98717197
0.76131,52.09424217
0.76634,51.90661439
0.77127,51.84339198
0.77641,51.71388802
0.78129,51.72204575
0.78638,51.74142036
0.79125,52.03000005
0.7964,52.12279423
0.80127,52.2217067
0.80636,52.36140782
0.81134,52.46643859
0.81643,52.5235427
0.82136,52.48479348
0.8264,52.35019094
0.83138,52.30736286
0.83647,52.48173433
0.8414,52.44910341
0.84643,52.27983052
0.85136,52.19213493
0.85645,52.30430371
0.86143,52.14318855
0.86647,52.27575166
0.8714,52.34509236
0.87643,52.49397093
0.88136,52.6367312
0.88645,52.76419572
0.89127,52.72136764
0.89641,52.73564367
0.90129,52.82945756
0.90632,52.69587474
0.91131,52.64488893
0.91634,53.06195286
0.92132,53.14760902
0.92641,53.19757511
0.93129,53.30872418
0.93627,53.14556959
0.94131,52.9324489
0.94634,52.87024621
0.95132,52.82333926
0.95647,53.0079079
0.96123,52.98241499
0.96632,53.01606563
0.97136,53.03645995
0.97634,53.21185114
0.98138,53.26079752
0.98631,53.21185114
0.9914,53.29546787
0.99632,53.35869028
1.00136,53.53408147
1.00623,53.72374868
1.01138,53.66562486
1.0162,53.58506728
1.0214,53.52184487
1.02627,53.65542769
1.03141,53.52694345
1.03629,53.66052628
1.04138,53.62993479
1.04631,53.80736541
1.0514,53.88894271
1.05638,53.98173688
1.06147,54.01334809
1.06629,53.97459887
1.07143,54.02558468
1.07641,53.84305548
1.08145,54.01640723
1.08638,53.92667221
1.09141,54.11226056
1.0964,54.2784743
1.10149,54.58948775
1.10631,54.57317229
1.11145,54.27541515
1.11638,54.5864286
1.12136,54.62517781
1.1264,54.62007923
1.13138,54.72816915
1.13631,54.63843412
1.14145,54.56399484
1.14627,54.63537498
1.15136,54.78017468
1.15629,54.71593256
1.16138,54.78935212
1.16625,54.93211239
1.1715,55.12891762
1.17622,55.15950911
1.18136,55.20233719
1.18629,55.2155935
1.19132,55.27371732
1.19631,55.38486639
1.20134,55.38384668
1.20638,55.3981227
1.21141,55.5429224
1.21634,55.6622292
1.22127,55.83354153
1.22636,55.7499248
1.23124,55.56025758
1.23638,55.6367363
1.24125,55.69078126
1.2464,55.68160381
1.25127,55.61328282
1.25636,55.68466296
1.26129,55.68772211
1.26638,55.73360934
1.27131,55.87331046
1.27645,55.89982308
1.28122,56.26080262
1.28636,56.29343354
1.29134,56.35971509
1.29643,56.33932077
1.30136,56.09152973
1.30645,56.30872928
1.31138,56.1965605
1.31647,56.37195169
1.32134,56.48819933
1.32643,56.5238894
1.33136,56.54020486
1.3364,56.55957947
1.34138,56.55244146
1.34641,56.65135393
1.35134,56.59832869
1.35649,56.67786655
1.36131,56.65747223
1.36645,56.71967491
1.37132,56.69520173
1.37647,56.95624908
1.38129,56.90628298
1.38648,56.97256454
1.39125,57.01845176
1.39645,57.09696991
1.40127,57.11634452
1.40636,57.05924041
1.41129,57.07657559
1.41638,57.16223175
1.42131,57.2407499
1.4264,57.24890763
1.43132,57.37637216
1.43631,57.4671269
1.44134,57.47426491
1.44627,57.62110405
1.45136,57.71389822
1.45634,57.74652914
1.46138,57.8321853
