Extension,Load
0,0.011216878
0.00503,0.166213743
0.00627,1.566284103
0.00702,2.887836315
0.00777,4.388858581
0.00835,5.902117441
0.00894,7.242024545
0.00943,8.553379594
0.01002,10.04624413
0.01055,11.51259604
0.01114,12.89431151
0.01184,14.26277067
0.01259,15.65876217
0.01328,16.97419608
0.01403,18.26209766
0.01473,19.54082179
0.01543,20.8562557
0.01602,22.15333473
0.01682,23.49528126
0.01768,24.79134057
0.01853,26.24953475
0.01928,27.54049548
0.02009,28.91507294
0.02084,30.309025
0.02196,31.63159693
0.02684,32.49631628
0.03198,31.97524129
0.03685,32.09046922
0.04194,32.28115615
0.04687,32.42493614
0.05191,32.53506549
0.05684,32.72167356
0.06198,32.67986519
0.06686,32.80631
0.072,32.64519484
0.07687,32.64213569
0.08202,32.79203398
0.08689,32.93275481
0.09198,32.8623944
0.09696,33.07857423
0.10194,33.08163338
0.10693,33.07755452
0.11207,32.95926744
0.11694,33.00617438
0.12198,32.93377453
0.12696,33.04390388
0.13205,33.13159948
0.13703,32.79101426
0.14207,33.29067521
0.147,33.24172883
0.15203,33.40284399
0.15696,33.38041023
0.162,33.17646699
0.16698,33.259064
0.17207,33.28965549
0.17689,33.22949223
0.18203,33.2713006
0.18685,33.26926116
0.192,33.53234795
0.19687,33.41813973
0.20191,33.52724937
0.20694,33.56497887
0.21187,33.58843234
0.21696,33.47218469
0.22194,33.43547491
0.22693,33.57619574
0.23185,33.72201516
0.23694,33.83418395
0.24193,33.70162084
0.24691,33.77606012
0.25189,33.79237558
0.25693,33.91474153
0.26191,33.75974466
0.26694,33.73425176
0.27187,33.84947969
0.27696,33.89026834
0.28189,33.96062876
0.28698,33.94737245
0.29185,33.94737245
0.297,34.05036378
0.30187,34.04934407
0.30696,34.0197723
0.31189,34.0197723
0.31687,34.10542846
0.32191,34.13805938
0.327,34.08605385
0.33193,34.21657753
0.33691,34.17884803
0.34194,34.24410986
0.34703,34.09829045
0.35196,34.29815482
0.357,34.18700576
0.36198,34.24207043
0.36707,34.37055467
0.372,34.31650972
0.37703,34.42969821
0.38202,34.52351211
0.38705,34.62446401
0.39198,34.63772032
0.39707,34.65199635
0.40194,34.63975975
0.40703,34.68360755
0.41196,34.7366328
0.417,34.78048059
0.42193,34.83452555
0.42696,34.843703
0.43194,34.99564071
0.43703,34.95485206
0.44185,34.93139859
0.44694,35.10475035
0.45187,35.07517858
0.45702,34.99156185
0.46189,34.9130437
0.46693,34.98034497
0.47191,35.03438993
0.47694,35.15573616
0.48193,35.09353347
0.48686,35.15981502
0.49194,35.14655871
0.49693,35.21691913
0.50196,35.19448537
0.50689,35.10577006
0.51198,35.11596723
0.51686,35.17511077
0.52194,35.37803429
0.52698,35.39434975
0.53186,35.37395543
0.53689,35.62174647
